tag,name,A_MHz,B_MHz,C_MHz,doc_url
035501,NaC,,12863.14,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e035501.cat
035502,HDS,292358.4,147820.1,96740.1,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e035502.cat
035503,H 2 33 S,310110.0,270331.4,141672.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e035503.cat
035504,34 SH +,,273323.0,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e035504.cat
035505,"CD 3 OH, v t = 0",70819.0,19856.0,19266.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e035505.cat
035506,"CD 3 OH, v t = 1",70819.0,19856.0,19266.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e035506.cat
036501,NaCH,,11322.32,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036501.cat
036502,"C 3 , ν 2",,12908.2,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036502.cat
036503,D 2 S,164656.48,135277.07,73266.5,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036503.cat
036504,H 2 34 S,309586.62,270331.16,141561.41,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036504.cat
036505,18 O 2,,38313.7,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036505.cat
036506,"CD 3 OD, v t = 0",65035.9,18903.5,17940.6,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036506.cat
036507,"CD 3 OD, v t = 1",65035.9,18903.5,17940.6,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e036507.cat
037501,"C 3 H, v = 0, v 4 = 1, 2 Σ μ",,11189.1,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e037501.cat
037502,36 ArH +,,308799.9,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e037502.cat
037503,HD 34 S,291688.0,147407.0,96488.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e037503.cat
037504,H 2 Cl +,1.0,273587.8,148100.7,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e037504.cat
037505,C 3 H +,,11244.95,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e037505.cat
038501,l -C 3 H 2,1.0,10588.64,10203.97,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038501.cat
038502,C 2 N,,11938.59,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038502.cat
038503,"C 3 D, v = 0, v 4 = 1, 2 Σ μ",,10097.38,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038503.cat
038504,"13 CCCH, v = 0, v 4 = 1, 2 Σ μ",,10755.7,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038504.cat
038505,"C 13 CCH, v = 0, v 4 = 1, 2 Σ μ",,11187.8,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038505.cat
038506,"CC 13 CH, v = 0, v 4 = 1, 2 Σ μ",,10842.5,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038506.cat
038507,D 2 34 S,163576.0,135280.0,73050.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038507.cat
038508,c -C 3 H 2,35092.51,32212.95,16749.03,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e038508.cat
039501,HCCN,,10986.41,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039501.cat
039502,l - 13 CCCH 2,1.0,10180.31,9824.2,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039502.cat
039503,l -C 13 CCH 2,1.0,10584.69,10200.49,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039503.cat
039504,l -CC 13 CH 2,1.0,10278.64,9915.82,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039504.cat
039505,H 2 C 3 H,288055.0,1.0,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039505.cat
039506,l -C 3 HD,199371.0,9934.23,9450.3,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039506.cat
039507,H 2 37 Cl +,1.0,273586.9,147907.1,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039507.cat
039508,c -C 3 HD,34517.52,26965.81,15098.46,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039508.cat
039509,c - 13 CC 2 H 2,33310.56,32212.57,16331.29,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039509.cat
039510,c -CC 13 CH 2,34857.19,31288.48,16443.04,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039510.cat
039511,38 ArH +,,308361.6,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039511.cat
039512,H 2 C 3 H +,282000.0,9675.84,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e039512.cat
040501,SiC,,20297.58,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040501.cat
040502,"CH 3 CCH, v = 0",159140.0,8545.877,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040502.cat
040503,KH,,101150.78,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040503.cat
040504,"CH 3 CCH, v 10 = 1",159078.0,8569.816,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040504.cat
040505,H 2 CCN,285130.0,1.0,9876.56,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040505.cat
040506,c -C 3 H 4,30061.25,21825.79,13795.55,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040506.cat
040507,"CH 3 CCH, ν 10",159140.0,8545.877,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040507.cat
040508,"CH 3 CCH, ν 9",159140.0,8545.877,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040508.cat
040509,NaOH,,12567.06,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040509.cat
040510,H 13 CCN,,10616.54,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040510.cat
040511,HC 13 CN,,10986.16,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040511.cat
040512,DCCN,,9906.37,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040512.cat
040513,HCC 15 N,,10646.43,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040513.cat
040514,c -C 3 D 2,31649.1,24298.62,13709.85,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040514.cat
040515,l -C 3 D 2,145155.0,9402.84,8818.15,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040515.cat
040516,c - 13 CC 2 HD,34500.0,26285.1,14879.3,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040516.cat
040517,c -C 13 CCHD,33051.7,26731.3,14739.5,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040517.cat
040518,c -CC 13 CHD,33807.3,26551.8,14832.3,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040518.cat
040519,"MgO, v = 0 - 2",,17149.4,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040519.cat
040520,c -C 3 H 2 D +,30747.25,25465.52,13897.861,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e040520.cat
041501,CH 3 CCD,159140.0,7788.169,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041501.cat
041502,CH 2 DCCH,121836.0,8155.686,8025.477,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041502.cat
041503,H 2 CCNH,201445.42,9663.139,9470.12,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041503.cat
041504,40 ArH +,,307966.2,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041504.cat
041505,"CH 3 CN, v = 0",158099.0,9198.8992,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041505.cat
041506,HCCO,,10831.37,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041506.cat
041507,HNCN,634500.0,11087.81,10881.72,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041507.cat
041508,MgOH,,14822.52,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041508.cat
041509,"CH 3 CN, v 8 = 1",158010.6,9226.419,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041509.cat
041510,"CH 3 CN, v 8 = 2",157965.7,9252.956,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041510.cat
041511,"CH 3 CN, ν 8",158010.6,9226.419,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041511.cat
041512,"CH 3 CN, 2ν 8 –ν 8",157965.7,9252.956,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041512.cat
041513,"CH 3 CN, 2ν 8",157965.7,9252.956,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041513.cat
041514,CH 3 NC,157308.0,10052.886,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041514.cat
041515,CH 3 C 13 CH,159140.0,8290.247,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041515.cat
041516,CH 3 13 CCH,159140.0,8542.333,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041516.cat
041517,13 CH 3 CCH,159140.0,8313.249,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041517.cat
041518,CaH +,,142501.78,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041518.cat
041519,"25 MgO, v = 0, 1",,16875.29,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041519.cat
041520,"CaH, v = 0",,126772.96,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041520.cat
041521,"CaH, v = 1",,123865.98,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e041521.cat
042501,H 2 CCO v = 0,282089.0,10293.321,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042501.cat
042502,"NaF, v = 0, 1",,13029.814,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042502.cat
042503,NCO,,11677.34,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042503.cat
042504,CH 3 CNH +,1.0,8590.56,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042504.cat
042505,SiN,,21827.79,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042505.cat
042506,HNCNH,5.0,10366.941,10366.089,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042506.cat
042507,40 ArD +,,158702.3,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042507.cat
042508,"13 CH 3 CN, v = 0",158099.0,8933.3094,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042508.cat
042509,"CH 3 13 CN, v = 0",158099.0,9194.35,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042509.cat
042510,"CH 3 C 15 N, v = 0",158099.0,8922.039,15.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042510.cat
042511,CH 2 DCN,121074.9,8759.198,8608.542,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042511.cat
042512,NCO –,,11513.97,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042512.cat
042513,"13 CH 3 CN, v 8 = 1",158010.0,8959.998,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042513.cat
042514,"CH 3 13 CN, v 8 = 1",158010.0,9220.755,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042514.cat
042515,"CH 3 C 15 N, v 8 = 1",158010.0,8948.904,15.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042515.cat
042516,C 3 H 6,46280.29,9305.243,3.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042516.cat
042517,H 2 CSi,304800.0,16587.0,15633.1,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042517.cat
042518,H 2 NNC,282500.0,10757.022,10527.45,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042518.cat
042519,DCCO,,9841.0,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042519.cat
042520,26 AlO v = 0,,19413.6,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042520.cat
042521,"26 AlO v = 1, 2",,19235.5,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042521.cat
042522,CH 3 13 C 13 CH,159140.0,8288.234,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042522.cat
042523,13 CH 3 C 13 CH,159140.0,8060.007,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042523.cat
042524,13 CH 3 13 CCH,159140.0,8060.007,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042524.cat
042525,CH 3 C 13 CD,159140.0,7592.916,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042525.cat
042526,CH 3 13 CCD,159140.0,7787.03,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042526.cat
042527,13 CH 3 CCD,159140.0,7576.8,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042527.cat
042528,CH 2 DC 13 CH,121831.0,7908.45,7785.91,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042528.cat
042529,CH 2 D 13 CCH,121825.0,8150.51,8020.43,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042529.cat
042530,13 CH 2 DCCH,121737.0,7956.79,7832.35,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042530.cat
042531,CH 2 DCCD,121757.3,7440.783,7331.995,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042531.cat
042532,CHD 2 CCH,97087.9,7765.721,7630.982,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042532.cat
042533,"26 MgO, v = 0, 1",,16623.12,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042533.cat
042534,H 2 CCO v 9 = 1,280357.0,10337.59,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042534.cat
042535,H 2 CCO v 6 = 1,282098.0,10288.17,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042535.cat
042536,H 2 CCO v 5 = 1,282378.0,10294.27,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042536.cat
042537,CH 3 N 13 C,157308.0,9695.88,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042537.cat
042538,13 CH 3 NC,157308.0,9771.64,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042538.cat
042539,CH 3 15 NC,157308.0,10044.34,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e042539.cat
043501,CP,,23859.914,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043501.cat
043502,c -C 2 H 4 NH,22736.193,21192.461,13383.164,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043502.cat
043503,MgF,,15496.812,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043503.cat
043504,"C 2 H 3 NH 2 , within 0 + & 0 –",56320.0,10034.78,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043504.cat
043505,H 2 C 13 CO,282090.0,10293.63,13.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043505.cat
043506,H 2 13 CCO,282099.0,9960.98,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043506.cat
043507,HDCCO,194284.0,9647.07,9174.64,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043507.cat
043508,"C 2 H 3 NH 2 , 0 – ← 0 +",56320.0,10034.78,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043508.cat
043509,HCNO,,11469.05,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043509.cat
043510,HOCN,681000.0,10577.01,10398.49,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043510.cat
043511,HNCO,918594.0,11071.768,10909.89,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043511.cat
043512,HONC,613000.0,10953.4,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043512.cat
043513,13 CH 3 13 CN,158099.0,8927.28,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043513.cat
043514,CHD 2 CN,96500.27,8320.073,8164.428,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043514.cat
043515,H 2 N 13 CN,308205.0,10117.08,9862.35,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043515.cat
043516,HNSi,,19018.8,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043516.cat
043517,HDNCN,212394.6,9601.25,9260.27,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043517.cat
043518,H 2 15 NCN,307820.0,9845.11,9604.19,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043518.cat
043519,H 2 NC 15 N,308330.0,9794.55,9555.6,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043519.cat
043520,AlO v = 0,,19141.57,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043520.cat
043521,"AlO v = 1, 2",,18967.52,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043521.cat
043522,AlO v = 3 – 5,,18616.54,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043522.cat
043523,H 2 CCHO,66677.86,11446.964,9758.989,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e043523.cat
044501,"CS, v = 0 – 4",,24495.56,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044501.cat
044502,"HCP, v = 0",,19975.992,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044502.cat
044503,"HCP, v 2 = 1",,19989.67,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044503.cat
044504,c -C 2 H 4 O,25483.863,22120.873,14097.826,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044504.cat
044505,"SiO, v = 0 – 10",,21787.487,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044505.cat
044506,s -H2C=CHOH,59660.77,10561.606,8965.842,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044506.cat
044507,a -H2C=CHOH,62868.09,10455.747,8963.32,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044507.cat
044508,H 2 CC 18 O,282120.0,9761.24,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044508.cat
044509,D 2 CCO,141489.0,9120.83,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044509.cat
044510,"CS, v = 1 – 0 and v = 2 – 1 bands",,24495.56,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044510.cat
044511,"CS, v = 2 – 0 band",,24495.56,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044511.cat
044512,CS +,,25908.86,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044512.cat
044513,DCNO,,10292.48,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044513.cat
044514,H 13 CNO,,11091.533,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044514.cat
044515,HC 15 NO,,11468.18,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044515.cat
044516,H 2 NCO +,1.0,10278.68,9948.9,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044516.cat
044517,H 2 CSiH 2,104716.5,17768.443,15936.542,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044517.cat
044518,Al 17 O v = 0,,18433.25,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044518.cat
044519,"Al 17 O v = 1, 2",,18268.81,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044519.cat
044520,CD 3 CN,79377.0,7857.983,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044520.cat
044521,H 2 NCO,126265.0,11167.74,10256.93,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e044521.cat
045501,"13 CS, v = 0, 1",,23123.85,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045501.cat
045502,"C 33 S, v = 0, 1",,24293.33,33.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045502.cat
045503,DCP,,16984.36,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045503.cat
045504,"29 SiO, v = 0 – 6",,21514.117,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045504.cat
045505,H 2 CP,296184.0,2.0,16004.04,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045505.cat
045506,HCS +,,21337.14,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045506.cat
045507,HCS,954000.0,20360.0,19970.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045507.cat
045508,HSC,295038.9,22036.16,19564.22,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045508.cat
045509,"13 CS, v = 1 – 0 band",,23123.85,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045509.cat
045510,H 13 CP,,19139.31,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045510.cat
045511,PN v = 0 – 5,,23578.238,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045511.cat
045512,"HC(O)NH 2 , v = 0",72716.899,11373.51,9833.953,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045512.cat
045513,c -C 13 CH 4 O,25291.998,21597.975,13825.779,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045513.cat
045514,HSiO,312108.0,19884.44,18607.98,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045514.cat
045515,C 2 H 5 NH 2,31758.06,8749.28,2.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045515.cat
045516,"HC(O)NH 2 , v 12 = 1",71738.725,11351.523,9839.317,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045516.cat
045517,trans -HOCO,167768.2,11433.05,10686.9,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045517.cat
045518,cis -HOCO,142958.7,11738.49,10830.14,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045518.cat
045519,"Si 17 O, v = 0 – 4",,20986.668,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045519.cat
045520,HON 2 +,625957.7,11301.56,11084.28,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045520.cat
045521,HN 2 O +,1155600.0,11869.4,11723.3,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045521.cat
045522,HOCO +,789947.8,10773.733,10609.431,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045522.cat
045523,26 AlF v = 0 – 2,,16748.506,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045523.cat
045524,"CH 3 CDO, v t = 0, 1",44797.16,10494.79,8723.57,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045524.cat
045525,"CH 2 DCHO, v t = 0",48508.88,9864.68,8637.11,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045525.cat
045526,Al 18 O v = 0,,17803.35,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045526.cat
045527,"Al 18 O v = 1, 2",,17647.26,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045527.cat
045528,"CH 3 13 CHO, v t ≤ 1",55430.92,10454.38,9059.103,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045528.cat
045529,"13 CH 3 CHO, v t ≤ 1",55365.1,10124.79,8838.413,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045529.cat
045530,H 2 CNOH,67679.409,11859.225,10080.124,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045530.cat
045531,c -C 2 H 3 DO,24252.67,19905.494,13327.592,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045531.cat
045532,CH 3 NHCH 3,34242.442,9334.296,8215.651,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e045532.cat
046501,"C 34 S, v = 0, 1",,24103.55,34.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046501.cat
046502,"30 SiO, v = 0 – 6",,21259.543,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046502.cat
046503,"Si 18 O, v = 0 – 5",,20244.06,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046503.cat
046504,H 13 CS +,,20444.49,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046504.cat
046505,DCS +,,18018.26,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046505.cat
046506,t -HCOOH,77512.24,12055.021,10416.2,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046506.cat
046507,c -HCOOH,86461.62,11689.1,10284.07,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046507.cat
046508,13 C 33 S,,22921.59,33.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046508.cat
046509,H 2 CS,291613.3,17698.994,16652.498,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046509.cat
046510,"C 34 S, v = 1 – 0 band",,24103.55,34.0,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046510.cat
046511,P 15 N v = 0 – 1,,22421.71,,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046511.cat
046512,H 13 C(O)NH 2,71058.21,11372.49,9801.96,https://cdms.astro.uni-koeln.de/cgi-bin/cdmsinfo?file=e046512.cat
