tag	molecule	#lines	lg(Q(300))	lg(Q(225))	lg(Q(150))	lg(Q(75))	lg(Q(37.500))	lg(Q(18.750))	lg(Q(9.375))
41002	CH3CC-13-H	822	3.747900056354518	3.560300063531115	3.296600041202944	2.8454998866514587	2.3956006896634867	1.9588981947107718	1.5497999641845497
41003	CH3C-13-CH	813	3.7348999537170324	3.5473001671252704	3.283700053576663	2.8324999712572114	2.3826005152335035	1.946000048973673	1.537000087321339
41004	C-13-H3CCH	821	3.7467000385938904	3.5590998590975356	3.2953999468847623	2.844300066779894	2.3943991420255912	1.9576982543257766	1.5486964485323467
41005	CH3CCD	822	4.235300054014012	4.0479998647648205	3.7881999164676183	3.350899939918072	2.9004998549881367	2.463099789575463	2.053700614476789
41006	CH2DCCH	223	3.6463000909994205	3.4586000826460523	3.213099995933069	2.9566001082764743	2.613100458485287	2.1936003911977004	1.7472019906454177
41007	SiC-13	2417	3.5155558449420266	3.3674322420406413	3.1487786502918196	2.7474376006389165	2.338121280178312	1.9874486163516436	1.7165200136475605
41008	CaH	387	2.299799199881555	2.175300122946179	2.0006986518519168	1.7051021747403365	1.415707686674859	1.1383974429905463	0.8860957324377474
41009	CH3NC	1798	3.967690025311922	3.780240788905009	3.5161370284981546	3.0649347774361027	2.6151726737492798	2.1785024155558674	1.769764178063118
41010	CH3CN	5248	4.166833503545796	3.9055377140381653	3.5806681302521417	3.103006932113136	2.652326131656983	2.2156832901484385	1.8068282173299262
41011	K41-atom	11	0.9030791294941767	0.9030737006435012	0.9030682717249623	0.902992259738787	0.9030031194085151	0.902916234446356	0.902736979296593
42001	CH3CN-15	1351	4.01836572996798	3.8308616367174726	3.5666966480027185	3.115399536420582	2.6655451578999605	2.2288531543518433	1.8198971496504281
42002	CH2CO	835	4.013800121563289	3.821800015846093	3.5358000378868613	3.1092001038100787	2.6599998198406505	2.1964995048523255	1.6773970538315135
42003	NH2CN	13898	4.252908951892369	4.050339612137919	3.7581593211143716	3.2381188978367805	2.7043410153204257	2.1843705588701967	1.644448437303621
42004	CaD	501	2.7628000591771698	2.637899814036665	2.462399495463553	2.1639004780589226	1.86869732624796	1.5797035876322478	1.3031960574204888
42005	K-41-H	40	1.8000087108381349	1.6720331709616036	1.4959742565973477	1.1989593386702027	0.907034952483417	0.6247975789607612	0.3622939379642311
42006	C-13-H3CN	1636	4.017821081901378	3.830316222229421	3.566150550927463	3.114853080945629	2.6649993224203676	2.2283092294375875	1.8193570170915891
42007	CH3C-13-N	1619	4.005320446932832	3.8178170155718587	3.5536547194185837	3.1023684536939133	2.652537965154196	2.2158952089189943	1.8070388914272095
42008	CH2DCN	3002	3.9632062576967666	3.7756800096401033	3.511490621329007	3.0601561073412555	2.6093085558045184	2.1592976304688025	1.7108938291344278
42009	H2CSi	670	3.796330338261283	3.609650853169158	3.3453519662722173	2.893769527151674	2.4440572934211895	2.0124449175998924	1.6312509319280308
42010	SiN	614	3.2345009338905264	3.1108966715579722	2.93526133111369	2.6351395929625774	2.3360718978639654	2.0390423309229937	1.7460796915580985
