tag	molecule	#lines	lg(Q(300))	lg(Q(225))	lg(Q(150))	lg(Q(75))	lg(Q(37.500))	lg(Q(18.750))	lg(Q(9.375))
45011	AlOD	70	2.644880537363303	2.5199237641735674	2.3439184181189665	2.0434133684843263	1.7436351746287824	1.4451992957056476	1.149434666343169
45012	O-17-CO	285	3.519504645500846	3.3946135479351263	3.218657584147642	2.9181135685844524	2.618115799514142	2.319181871968726	2.0223652639836356
45013	PN	1637	2.9037238655527493	2.778210382789756	2.6023101814440532	2.3022871939373264	2.0033967619682094	1.70671266292173	1.4144334851879035
46001	CS-34	34	2.414400035078177	2.2899009617286263	2.114100338089189	1.8141010299203177	1.5153041207103226	1.2186930199913562	0.9267024941826449
46002	Si-30-O	67	2.4688994491601237	2.3448989823892687	2.170000473264351	1.869900253167566	1.5707997047869036	1.2736030765905362	0.9805033181933951
46003	H2CS	517	3.7769999310104017	3.57529998468841	3.319899977540395	2.8751000586325883	2.4243000111122384	1.9598995878659435	1.4396957701316477
46004	C2H5OH	52180	4.658809198302564	4.453897406650997	4.1557081685795145	3.613461314708938	3.030364013794265	2.463812838588029	1.9804442635743336
46005	HCOOH	1888	3.948600043800358	3.761199973407206	3.49710015125406	3.0357002374016195	2.5948994838324206	2.146100115849826	1.6983963569292695
46006	NO2	16444	4.13059995767392	3.9426000270610526	3.678000012027629	3.226300048311628	2.7754997670786876	2.325999767257677	1.879101616509497
46007	N2O-18	107	2.7223531031518697	2.597460098805994	2.4215060350741355	2.120979741088399	1.821026557449158	1.522185927553644	1.2255573791230145
46008	CH3OCH3	21735	5.35796532273689	5.183833348813775	4.925250192388173	4.474624134418614	4.023787279789847	3.5737995822157407	3.1251558295805304
46009	AlF	1188	3.357931494538882	3.232962457615325	3.056968543189863	2.756545665179429	2.4569663414626364	2.1589586344808533	1.8640450918483276
46010	NS	2510	3.338470458537501	3.1789157390955176	2.9576448253356213	2.613839285842493	2.305744421533498	2.002280562121754	1.6965092824092303
46011	DOCO+	677	3.5186998570784325	3.376100066249743	3.1508000205827478	2.7184003693500216	2.268201076645551	1.8183974654413504	1.380699548382717
46012	HOC-13-O+	1735	3.3751999972349718	3.229000051149552	2.99920016207654	2.5631997708272354	2.1127993182412577	1.669502834104343	1.2847915559501462
46013	O-18-CO	91	2.753475659218497	2.6285824289959185	2.452621840224462	2.152063798914743	1.8568895315069909	1.553045170929688	1.2561113304981304
46014	CH2OO	19161	3.9356926931534284	3.7480468195695327	3.4837570878921005	3.032392933475977	2.581686318081933	2.1320597912052555	1.6844889863148809
47001	H2C-13-S	110	3.793800089877069	3.6064000694701552	3.325299899235588	2.8907998132231643	2.42220067161439	1.974299790082769	1.4565937502444077
47002	HC-13-OOH	16615	3.955762131903074	3.7682179863999794	3.504024716965975	3.052744100233366	2.6020544540380177	2.152388037166013	1.7047003322236942
47003	DCOOH	21405	4.023255044810232	3.835727735365815	3.5715480432300257	3.1202680077849934	2.66954921710394	2.2198086879413617	1.7719635595825787
47004	HCOOD	18903	3.9988312754482616	3.811300462424065	3.5471173531262292	3.095834306835186	2.6451150103325984	2.1953762474129874	1.7475360962129218
47005	PO+	239	2.426000706026492	2.300715017971386	2.1248584932900636	1.824845372000955	1.5259603970409175	1.229282425119716	0.9370110866903368
47006	PO	743	3.187476725141074	3.0284172704440255	2.808251631250838	2.4677998334943663	2.1658545218258984	1.8744603633700423	1.5928282655570976
47007	HONO	54411	4.0778323918792845	3.8605645593348203	3.5486453000558527	3.0215114674118726	2.5391345865387964	2.0866178388556293	1.6391337307977243
47008	cis-DCOOH	22490	4.014702715219277	3.827167317946848	3.5629791140865685	3.1116870205780502	2.660953939900276	2.21118971303745	1.7632991836852054
47009	cis-HCOOD	17502	3.9714196153882426	3.783876799335035	3.5196796260360514	3.06837190037567	2.617616099027441	2.1678104368722715	1.7198382204407205
47010	cis-HC-13-OO	15887	3.941779653343867	3.7542206741313655	3.4900115472492246	3.038711064217409	2.588002528975888	2.13830838343865	1.6905690585512485
48001	SO	330	2.9295001567318906	2.8008998283269024	2.617500435850767	2.295600083101001	1.955899315132505	1.5897039154284955	1.2015063670532382
48002	SO-v1	261	2.9295001567318906	2.8008998283269024	2.617500435850767	2.295600083101001	1.955899315132505	1.5897039154284955	1.2015063670532382
48003	H2CS-34	111	3.784199912706608	3.6593000533679994	3.3326002297273343	2.8810997894530495	2.4137003375175756	1.965201701025912	1.4472976035670677
48004	O3	7133	3.5506000967889313	3.3484000857927976	3.0786999983687977	2.6268000859780996	2.176201266390756	1.7267027639962984	1.279598509904568
48005	O3-v2	4911	3.5506000967889313	3.3484000857927976	3.0786999983687977	2.6268000859780996	2.176201266390756	1.7267027639962984	1.279598509904568
48006	O3-v1,3	9619	3.5506000967889313	3.3484000857927976	3.0786999983687977	2.6268000859780996	2.176201266390756	1.7267027639962984	1.279598509904568
48007	O3-2v2	3014	3.5506000967889313	3.3484000857927976	3.0786999983687977	2.6268000859780996	2.176201266390756	1.7267027639962984	1.279598509904568
48008	O3-v1,3+v2	10912	3.5506000967889313	3.3484000857927976	3.0786999983687977	2.6268000859780996	2.176201266390756	1.7267027639962984	1.279598509904568
48009	NS-34	2364	3.3463048668253945	3.186744162699882	2.965467419236499	2.62166287604889	2.313586102927714	2.0101637941555235	1.7044808326457288
48010	SO+	194	2.7954522525150054	2.648548717287048	2.4461346835239897	2.135243040412331	1.8390919759510782	1.5486461104243348	1.2687417374124765
48011	CH3OOH	46191	5.027212153230176	4.834568093349052	4.560468489729877	4.081159573513144	3.581087685935028	3.0566706882555943	2.5303153665497544
48012	HFCO	16616	3.9379471649396525	3.7388724638577386	3.4691649100231117	3.0170867041303615	2.5663737281344705	2.1166987105219346	1.6690108136743271
49001	O3-sym-O-17	26092	4.3181369291138525	4.130575683556843	3.8664518671170223	3.415910245709748	2.9675858817338225	2.524349379375194	2.0930152195284855
49002	O3-asym-O-17	52613	4.624266137025509	4.4366710148105275	4.17248730826334	3.7217091581050505	3.2727223075246217	2.8276367470926127	2.3912227760388274
49003	C4H	742	3.720620808274461	3.595868926815298	3.4198165372758806	3.1189547818821617	2.8183388086996497	2.5181759799497443	2.218900852056347
49004	MgCCH	274	3.397611175405209	3.272725343734447	3.0965852825671187	2.7956492588203967	2.495014397088149	2.19487855247921	1.8956904440866416
49005	HO3	39114	4.608839475707605	4.446051551397981	4.196048147433641	3.7474336929799943	3.2962966732714363	2.8461649068331325	2.397780680233453
50001	S-34-O	280	2.938000062237474	2.8092997334703287	2.626000396344176	2.3038998649401923	1.9640002020590774	1.5972013888491157	1.2080918452756948
50002	SO-18	179	2.9625999193892354	2.8296002786374634	2.6500003965368517	2.3280001946885718	1.9872997301777702	1.6191037702724664	1.2275010649714304
50003	O3-sym-O-18	3184	3.5472000231652596	3.3598999579570337	3.0958998862496014	2.6452994311409745	2.1947002300835985	1.7451997504325536	1.298001111407518
50004	O3-asym-O-18	7304	3.8582000373676135	3.6707999672760936	3.406500155372675	2.956199656279011	2.505499987167576	2.0560010361482317	1.608600905481854
50005	O3-s-O18-v2	2387	3.5472000231652596	3.3598999579570337	3.0958998862496014	2.6452994311409745	2.1947002300835985	1.7451997504325536	1.298001111407518
50006	O3-a-O18-v2	4213	3.8582000373676135	3.6707999672760936	3.406500155372675	2.956199656279011	2.505499987167576	2.0560010361482317	1.608600905481854
50007	CH3Cl-35	6386	4.448766900532617	4.252765192710781	3.985707978114205	3.5323670346887304	3.0811492012962733	2.6471970836010157	2.2420442393695508
50008	C3N	1349	3.879807831159194	3.7550285822275034	3.57898493802835	3.27814239301546	2.9775498070097557	2.6774262632311725	2.3782261480427005
50009	MgCN	273	3.390406287730005	3.2654949358978884	3.0893465250710492	2.7884071674432493	2.4877766162296955	2.1876549365713243	1.888497373255814
50010	MgNC	269	3.321963047449588	3.1969498445219466	3.0207948633397717	2.719882259263745	2.41932515106999	2.119361150031216	1.8205252527904006
51001	HCCCN	139	3.6153707814582057	3.4904551743435346	3.314399431930015	3.013544590494239	2.7129181069246764	2.412722557118457	2.113375057094902
51002	ClO	2585	3.525000078884011	3.363200050866622	3.1537002564340515	2.8384000877477704	2.5457004017146234	2.2632003722642158	1.9986995143026678
51003	ClO-v1	2112	3.525000078884011	3.363200050866622	3.1537002564340515	2.8384000877477704	2.5457004017146234	2.2632003722642158	1.9986995143026678
51004	HCCNC	563	3.5769977214761712	3.4522083555375906	3.2761703844400243	2.975336069342934	2.674749201371339	2.3746316022254903	2.0754403819387894
51005	HCCNC-v7	291	3.5769977214761712	3.4522083555375906	3.2761703844400243	2.975336069342934	2.674749201371339	2.3746316022254903	2.0754403819387894
51006	HCCNC-v6	291	3.5769977214761712	3.4522083555375906	3.2761703844400243	2.975336069342934	2.674749201371339	2.3746316022254903	2.0754403819387894
51007	HCCNC-v5	278	3.5769977214761712	3.4522083555375906	3.2761703844400243	2.975336069342934	2.674749201371339	2.3746316022254903	2.0754403819387894
51008	HNCCC	574	3.603902253376595	3.4791959393713157	3.303162630583698	3.0023139559759073	2.7016989443802597	2.4015256409341976	2.1022230251947427
52001	HCCC-13-N	152	3.617000131316751	3.4921999133217865	3.3162000202017703	3.0153002244794624	2.714700177332784	2.414500377679193	2.1152009836190677
52002	HCC-13-CN	146	3.6170999866349085	3.4923000163851015	3.3162000202017703	3.0153999970488803	2.7147998511882565	2.41460069710167	2.1152009836190677
52003	HC-13-CCN	144	3.6289000747545983	3.504100024697409	3.327999990616197	3.027199923696386	2.7264998171234023	2.42629975562811	2.126900567124896
52004	HCCCN-15	99	3.1508997487382358	3.0260999796408985	2.85010011426454	2.5491995089707915	2.2486009446888935	1.9483982934198807	1.6490036559420196
52005	DCCCN	156	3.6477000653617906	3.522800000552343	3.3468001457242926	3.0460001065365705	2.745299691632374	2.4449998178365058	2.145600357652248
52006	HOCl	40352	3.9787785864886978	3.7910975339615938	3.5268006768988385	3.0755505379205963	2.625182966623302	2.177903114770757	1.766196389592846
52007	SiCC	304	3.4817352128709347	3.3736979899911397	3.1905756751068917	2.802073502433353	2.360210823623653	1.9104643159956136	1.4627722284106115
52008	CCCO	51	3.1132000730577505	2.9888001150792864	2.8128999935301326	2.51209978613914	2.211499648906901	1.91139733706261	1.6120947947255777
52009	CH3Cl-37	6438	4.457072174308604	4.260027956365267	3.9927137751761235	3.5393564169404312	3.0881098529761495	2.6540667506821762	2.2488409878930335
52010	CH2F2	11942	4.743500239934534	4.53170014649748	4.25509976631583	3.801000102063995	3.350199933068897	2.9002999307268436	2.4522005825530924
52011	CH2F2-v4	7808	4.743500239934534	4.53170014649748	4.25509976631583	3.801000102063995	3.350199933068897	2.9002999307268436	2.4522005825530924
52012	DNCCC	3098	4.106468447542505	3.9818952019921414	3.805890175753537	3.505045504360176	3.2044138191650595	2.904194891191842	2.604794908632324
52013	CNCN	206	4.036509591694751	3.91167819952424	3.7356365076525915	3.4348088333479767	3.134239600670949	2.834159476167381	2.5350446139446983
53001	C2H3CN	298330	5.076932942410138	4.833409949521433	4.501590940525687	3.9981896102484247	3.541801201552567	3.0909109440400075	2.640977064684096
53002	Cl-37-O	2624	3.5326999932577854	3.370600050813459	3.1610998549456206	2.8457000510615273	2.55279957944772	2.2700006678154505	2.0049014787993316
53003	C-13-CCO	99	3.130400033560298	3.0053997501221144	2.82940027199416	2.528500194665729	2.227899553372773	1.9276987831185015	1.6283991486237852
53004	CC-13-CO	99	3.116390210246739	2.991453356077069	2.8153990797490334	2.5145543931979257	2.2139478540847106	1.9137979632705517	1.6145386697100546
53005	CCC-13-O	99	3.1151786648987634	2.9902331547206167	2.8141703217412375	2.5133175029511543	2.2127095098147977	1.9125568179611745	1.613302581680263
53006	Cl-37-O-v1	2132	3.5326999932577854	3.370600050813459	3.1610998549456206	2.8457000510615273	2.55279957944772	2.2700006678154505	2.0049014787993316
53007	C2H3NC	9362	4.357433023250872	4.183889147254907	3.926191600866921	3.4752974471513394	3.02388882120531	2.5730886951727103	2.1232765548952193
53008	HNCCN+	99	3.1486460203995628	3.024033158255969	2.848007599411582	2.5471469239494087	2.2465099057876907	1.946293551493334	1.6469053749304927
54001	CH2CHC-13-N	28195	4.42260125511386	4.23468689097707	3.970073598580435	3.518186331984022	3.0667810808802036	2.6159317541184475	2.165989971593086
54002	CH2C-13-HCN	28686	4.428124793797059	4.24021438799576	3.9756050000232253	3.5237210975516198	3.0723167833740184	2.62146658020328	2.1715216874504466
54003	C-13-H2CHCN	28746	4.4348735872353195	4.246959510564374	3.9823454548620747	3.530454166323857	3.079040077399858	2.6281727508838033	2.178195089084641
54004	CH2CDCN	6381	4.473879292832228	4.286599938381022	4.022164579889814	3.570390559846233	3.1190334048824613	2.6681929576116796	2.218225559401275
54005	HOCl-37	40627	3.9864001685128208	3.7987176624767005	3.534417391606411	3.083156013457584	2.6327650361590873	2.185437605634592	1.7736306851932233
54006	CCCO-18	99	3.13610006569543	3.0111998454363946	2.8350999099187915	2.5342000429863583	2.233600146784111	1.9334012302996881	1.6341042818288927
54007	HCCCHO	8407	4.291425420506347	4.13790688347215	3.898835112174778	3.4558133987901054	3.004407364176331	2.5534630865542596	2.1034753112243303
55001	C2H5CN	64345	4.573156889884202	4.3853726622188995	4.12088922638454	3.6691248929951445	3.2177620931211233	2.7668943197925207	2.3168621456332263
55002	CaCH3	5775	4.676088404266065	4.488324299822168	4.223883533480773	3.7722729558984285	3.3226389099517304	2.888294653770106	2.4813556175586684
56001	CH3CH2C-13-N	1183	5.0510001297675995	4.853000152231456	4.599599826272607	4.102399845857981	3.6647000656081583	3.150500084431821	2.81590036106588
56002	CH3C-13-H2CN	1252	5.055699823471806	4.857699862716634	4.60430002809265	4.107100024941673	3.6694000116385785	3.1551999574570853	2.8206000915343497
56003	C-13-H3CH2CN	1183	5.061799998019827	4.863800071901334	4.610400211152845	4.113200173451215	3.6754999008232687	3.1611999426845667	2.8266998663637586
56004	C2H5CN-15	1621	4.585000020275014	4.397600170600289	4.133500107534381	3.5984001226897515	3.188200113824229	2.7767999420724303	2.3302006326417035
56005	CH2DCH2CN-s	1166	5.074800019031573	4.87680006889365	4.623199933127532	4.171700014989121	3.7202000838111693	3.2522999846764247	2.783900007757376
56006	CH2DCH2CN-a	1286	5.083000192447855	4.885000221084803	4.631599914453026	4.179900178457536	3.728399969015665	3.261800109639722	2.794699913948558
56007	CCS	563	3.4539492906222917	3.305370718769722	3.1450107731713923	2.8088103313161565	2.4980085107131327	2.142617817437901	1.7517639494189878
56008	C2H3CHO	24051	4.408534064594793	4.240734804633052	3.9959287880771592	3.553989233837377	3.1030498225295444	2.6522579478276933	2.2022741140164976
56009	MgS	99	2.893368889016803	2.7683168857152314	2.592173425200358	2.29133776486698	1.9909645339507798	1.69137328242647	1.3932943564523292
56009	MgS	99	2.893368889016803	2.7683168857152314	2.592173425200358	2.29133776486698	1.9909645339507798	1.69137328242647	1.3932943564523292
56010	HCCCH2OH	104073	4.813648881967735	4.622243282441787	4.344788845140838	3.854675897092209	3.3400004518205386	2.807483004321172	2.2976335954281812
57001	C-13CS	1013	3.7747878955575205	3.6471875914703484	3.465813065768037	3.149294876573009	2.818526099845288	2.4627632506541093	2.0712153322997797
57002	CC-13S	1015	3.757037891921365	3.6294426286945995	3.448094012360079	3.131655548946308	2.801046110345048	2.445599533415352	2.0546513504417416
57003	HCCCH2OD	22458	4.683891806383083	4.5595325807239995	4.354577352701628	3.932281658504716	3.458706318650141	2.960535227190314	2.437649268463183
58001	CCS-34	565	3.463539887938392	3.3359406720350715	3.1545822015615226	2.8381133142594925	2.5074429608360957	2.1518722010604936	1.760686297495916
58002	NaCl	99	2.983502475256135	2.8583262548735124	2.682034366830662	2.381005635545896	2.080429494753993	1.7805318855842587	1.4818824334768106
58003	CH3COCH3	61834	7.190414654502419	6.721185836802117	6.156708121259214	5.129022473406334	4.777383318258995	4.326847698915991	3.916295994563131
60001	OCS	99	3.012099985267568	2.887400098789872	2.711300115641469	2.4103992749250427	2.110000151133112	1.8100980406811429	1.51129499469627
60002	SiS	97	2.8382003117216867	2.7135997330080635	2.5376000043418325	2.2368998618471694	1.9365991855338724	1.6371994357405333	1.3395905522680402
60003	CH3OCHO	61521	5.3001664116365745	5.083151387301077	4.771388732825937	4.244247919393429	3.761357922741348	3.3076757088039654	2.857826828150164
60005	NaCl-37	99	2.992886069770129	2.8677120852745595	2.691418006276612	2.390382530862769	2.0897931690862364	1.78987038020322	1.4911683196977945
60006	HCOCH2OH	212527	4.835163491879694	4.575359575592563	4.212747922297997	3.6658018434783326	3.200751238973486	2.749798209713543	2.30006805458261
61001	OC-13-S	99	3.013499966555794	2.888699998160497	2.7126000410856492	2.411900728116946	2.1114003097046417	1.811501276783828	1.5126977342949555
61002	Si-29-S	98	2.8461997494189117	2.721700173352028	2.5456002590832565	2.2449002758484573	1.944601099951267	1.6451962201890324	1.3475056494759026
61003	C5H	2594	4.286029036313864	4.160218609336504	3.971514074646037	3.6293903408758212	3.2620188822526743	2.880902727789798	2.5298045539272778
61004	NH2CH2CH2OH	282599	5.150884745563742	4.876610494521965	4.479720457160898	3.839153047129545	3.3149910305255994	2.8554076906191344	2.4053352593097617
62001	OC-34-S	99	3.02279981659469	2.8907998132231643	2.722000114150013	2.4212007012984587	2.1206989373824325	1.8207989423693833	1.521896128976105
62002	O-18-CS	99	3.039799855156153	2.915099999940415	2.738900210735167	2.4382004743402987	2.1376990042596025	1.8377020469308685	1.5387998699649998
62003	Si-30-S	99	2.8539001056924187	2.72930008051792	2.5531995063792445	2.2525010856203354	1.9522983154806741	1.6527973228698185	1.3549915029784811
62004	SiS-34	99	2.8502000732457216	2.7257001479712595	2.549600313054241	2.24889975376463	1.9485987727631884	1.649198511689143	1.3515064229290443
62005	AlCl	11525	4.314440704796032	4.189369842736353	4.013198613917217	3.7123141300275897	3.411863734456222	3.1121374812883063	2.813789413240764
62006	C5D	4436	4.484197827968242	4.3600906113410005	4.1723144966026755	3.830345344303832	3.4629773644597326	3.081777607873555	2.730464753319206
63001	HNO3	129631	5.042370912733697	4.782964008991065	4.480216834783619	4.020496232778686	3.5693723878257853	3.118948540303412	2.6697175113991523
63002	HNO3-v7	8821	5.042370912733697	4.782964008991065	4.480216834783619	4.020496232778686	3.5693723878257853	3.118948540303412	2.6697175113991523
63003	HNO3-v9	83672	5.042370912733697	4.782964008991065	4.480216834783619	4.020496232778686	3.5693723878257853	3.118948540303412	2.6697175113991523
63004	HNO3-v6	66984	5.042370912733697	4.782964008991065	4.480216834783619	4.020496232778686	3.5693723878257853	3.118948540303412	2.6697175113991523
63005	HNO3-v8	58560	5.042370912733697	4.782964008991065	4.480216834783619	4.020496232778686	3.5693723878257853	3.118948540303412	2.6697175113991523
63006	HNO3-v5/2v9	105483	5.042370912733697	4.782964008991065	4.480216834783619	4.020496232778686	3.5693723878257853	3.118948540303412	2.6697175113991523
63007	PS	2340	3.5467962198911565	3.3813204236513843	3.1691035111918113	2.850129061808479	2.55008250349069	2.25288699681782	1.9595565131235235
63008	PO2	7323	4.31926641663222	4.133110438011598	3.86839942485534	3.4158750755690397	2.96410729390868	2.5130323859382413	2.0629014773378556
63009	HOONO	168036	4.923989348402355	4.736384330704402	4.472077921511909	4.020542629031138	3.5694059010733543	3.118872577394373	2.669453657137631
64001	S2	174	2.9953999977483123	2.8606996681715806	2.665100468747715	2.309099748913443	1.914501822827314	1.4876049559561242	1.094715634328187
64002	SO2	13573	3.772227795060341	3.58452503026927	3.320271153796548	2.8686538411505613	2.417740656577227	1.9677398096397933	1.519434194913703
64003	AlCl-37	11326	4.324758417841129	4.199687626047834	4.023513813906181	3.7226214281624577	3.422155180210361	3.1223971624748397	2.8239854305783276
64004	C4O	535	3.9011932773092575	3.7759904877475012	3.599402649157588	3.2969491216318754	2.9931352064161563	2.6866256351725655	2.3749075581330295
64005	SO2-v2	9225	3.768490401213736	3.5807675296382	3.316380528505579	2.864853872256365	2.4139297884413042	1.9639199838172567	1.5156089492344802
64006	H35ClCO	113626	4.8285060845941175	4.640855551169615	4.376479472551881	3.924868379064584	3.47368579492288	3.023114533799363	2.5736463702135626
64007	H15NO3	36935	4.44650705898445	4.258984100966702	3.9947742281091227	3.543349797732101	3.0923009513751287	2.6418771826815917	2.192645217978784
64008	DNO3	56528	4.469690270800616	4.282172427270103	4.017962878213086	3.566531647874095	3.1154636919970033	2.6649988527910207	2.21568302584601
65001	S-33-O2	19048	4.378056363979736	4.190382045392735	3.926016552062481	3.474510551880393	3.023595643054819	2.5735921188173596	2.1252827786765383
65002	H18ONO2	40392	4.470873825890294	4.283351357417674	4.019136683107261	3.567699929798642	3.1166284289285326	2.666160195456252	2.2168393942750377
65003	HON18OO	44692	4.471021868748951	4.283501496327299	4.019289121880101	3.567854830763549	3.116785044705259	2.6663186647919863	2.2170009508400703
65004	HONO18O	17737	4.470821316487192	4.283301052271381	4.019088739926138	3.567654461799301	3.1165845345115946	2.6661177585675095	2.2167990616476656
66001	COF2	23090	4.788300032946666	4.600800025143518	4.336599846265814	3.8852000261527477	3.4340998682741617	2.983599678443957	2.5342000429863583
66002	S-34-O2	11894	3.779650882874792	3.591947331562578	3.327580010639184	2.8760728590608546	2.425155841300959	1.975151379753775	1.5268301662345263
66003	CaNC	259	3.4902621123544493	3.365765844453739	3.189531074267953	2.888353457779308	2.5875147587523593	2.2871385890205618	1.9875608061378283
66004	SOO-18	9758	4.104010286568116	3.916345966886632	3.6519755237866347	3.200449931100134	2.749493599239291	2.2994070485649662	1.8509279145658886
66005	H37ClCO	113891	4.838440563021923	4.650802718245464	4.386428589874443	3.9348137305188575	3.483620356288887	3.0330267576134906	2.5835134384021137
67001	OCl-35-O	57232	4.729915170719876	4.5426154215652845	4.279030364051014	3.829973549415174	3.384039633727167	2.9440392680967067	2.5157546611908557
68001	CCCS	99	3.3308999515254962	3.2092999587284425	3.0341000042808077	2.7331996733872224	2.4324994859960984	2.132000188322492	1.8319976772358963
69001	OCl-37-O	49388	4.7202632734671335	4.549196811176496	4.285609736213285	3.836547536292407	3.3906034337220943	2.9505824339819857	2.5222576946192405
69002	C3H7CN	60671	5.079532365068847	4.898507091268711	4.6152278180648905	4.088301337329491	3.560187091082674	3.0781681591997487	2.624878969350442
70001	CCCS-34	99	3.3410000128041224	3.219800048336443	3.0447999455576946	2.74389998404599	2.44310019433477	2.142599053364366	1.8426029997024893
71001	MnO	12510	4.171825876698736	4.0466395149680565	3.8685739112370823	3.5616737023990064	3.2500294496909343	2.931305281421673	2.6068111469189637
71002	NF3	4033	4.444395180174504	4.2568631669943455	3.9926707924330773	3.5413435752592357	3.0905219715549204	2.640567691015565	2.192276618399464
72001	CaS	382	3.125015361109634	2.972550736483544	2.777881831871622	2.4716154038869442	2.170933764707554	1.8708455840234641	1.5717577308472384
73001	C6H	3031	4.488407047019344	4.386193517929344	4.219208006801072	3.8960642198086033	3.546506166402637	3.1725852730443234	2.797109448262572
74001	KCl	99	3.2114047695556973	3.0870557458850785	2.910849283455859	2.609698542050662	2.3088746045659914	2.008482214988153	1.7088405436548757
74002	C2H5OOCH	60671	5.079532365068847	4.898507091268711	4.6152278180648905	4.088301337329491	3.560187091082674	3.0781681591997487	2.624878969350442
74003	C3H6O2	108659	5.506390850712267	5.327772892312802	5.066628083220216	4.611556067125627	4.151952648786401	3.6851414513199576	3.205145361955614
75001	HCCCCCN	99	3.6716999728656057	3.5206001150068875	3.364500152721615	3.0696999094818853	2.7688000991247392	2.4680000514530986	2.167500467953262
75002	H2NCH2COOH I	27217	5.096492500900179	5.002297628300448	4.83678743605177	4.468000382608706	4.031511587856827	3.580942814439542	3.1304568333302543
75003	H2NCH2COOH II	26544	5.096492500900179	5.002297628300448	4.83678743605177	4.468000382608706	4.031511587856827	3.580942814439542	3.1304568333302543
75004	H2NCO2CH3	140822	6.120916625395207	5.909952222410487	5.600419062137485	5.072103514602801	4.583772162930391	4.1282538332701435	3.677433565274138
76001	HCCCCC-13-N	99	3.6760001050747046	3.5376000043418325	3.3685999848203627	3.0739997259794776	2.7731000978336793	2.4722999809674127	2.171799561048725
76002	HCCCC-13-CN	99	3.6721000756040056	3.5337000088241988	3.36490016653777	3.069999794869577	2.76920002683632	2.4684005060727223	2.167898958800919
76003	HCCC-13-CCN	99	3.6721000756040056	3.5337000088241988	3.3650000655981263	3.0700999570396594	2.769299766564922	2.4684994545539944	2.1679992618458086
76004	HCC-13-CCCN	99	3.676199970653372	3.5378000864060475	3.36869996562113	3.074100068493061	2.7732999675158383	2.472500476474933	2.1720012736271195
76005	HC-13-CCCCN	99	3.683100015330221	3.544100056877923	3.3751999972349718	3.0810998407045562	2.7803000264436415	2.479500450183359	2.178899285044938
76006	HCCCCCN-15	99	3.6824998610669692	3.5434999880740716	3.3747001494756304	3.0803999021307376	2.7796000983398708	2.4788001726035707	2.178300532043696
76007	DCCCCCN	99	3.691800092483102	3.5520000811124146	3.383300008605573	3.089699920621014	2.7888998310182687	2.4881006784056376	2.18750097972953
76008	KCl-37	99	3.2237410288219923	3.0995438409699334	2.9233682256730065	2.622213401064444	2.3213794676618447	2.02096671782162	1.7212845284288267
76009	C4Si	229	3.6103559226775532	3.4853962793740116	3.3092950566172665	3.008302450283098	2.7073977013983197	2.4066435472496144	2.106177973664463
76010	C5O	99	3.6603608438729593	3.535407591557081	3.3593119273771124	3.0583197535665314	2.757403621287529	2.45662061298981	2.1560940242941777
76011	C3H8O2 I	21811	5.178589513277296	5.023468115416351	4.7934644102585615	4.369968764717108	3.9233392627509915	3.47237978048706	3.021837774726659
76012	C3H8O2 II	21295	4.9582615482286965	4.729169504517159	4.351088179572678	3.482597747606624	2.144763139089164	-0.08910891135547182	-4.0
77001	C3H8O2 I 13C3	11244	4.8832185912739305	4.72819109162777	4.4983267051078535	4.07502569969121	3.628457767933848	3.1774953193578703	2.7269435690343964
77002	C3H8O2 I 13C4	21991	5.18188287067549	5.027187945517304	4.7978386405994655	4.375293730171388	3.9289968061032217	3.478056210118807	3.0275084530226266
77003	C3H8O2 I 13C5	11250	4.882863383675598	4.727819353918821	4.497948479801924	4.074655103913474	3.628087455722899	3.1771203879326766	2.7265668245296784
78001	AsH3	7802	3.788053586229859	3.600792773070948	3.3374367173276105	2.8892129852950954	2.4450476697096546	2.00863252975313	1.5875358652828027
79001	HOONO2	50775	5.07929992613126	4.937499988284566	4.697199804497994	4.221600044826926	3.751199938128753	3.298199834216753	2.8468997218824614
80001	HBr-79	143	2.014617131236758	1.89413876344462	1.727077436678343	1.4526755981756092	1.2017247701163791	0.9900278987702947	0.8409838373203778
80002	ZnO	259	2.6782624614104007	2.5443056004912976	2.36471436440407	2.06378993510263	1.7639383639671395	1.4653828514484184	1.1693657931510482
81001	Cl-35-NO2	3520	4.942167508591708	4.742344340248313	4.467982519064217	4.012231421170526	3.5607838508267244	3.109865686974044	2.6596724706295944
82001	HBr-81	143	2.0147472871172063	1.8942717446598167	1.7271995426993074	1.4527980985591598	1.2018339304743506	0.9900723346921529	0.8410464654093036
84001	CH2Cl2	752701	7.143939631568095	6.958607939995203	6.69471471989403	6.243001295891309	5.791575753461105	5.340516626049507	4.8900676880565275
88001	C6O	567	4.342376177237912	4.216931185806582	4.039845961970342	3.7358771581732544	3.4290318356257554	3.116528979467712	2.7931451668525096
89001	Sr-88-H	391	2.366800115926314	2.2409010340550113	2.0657999802241442	1.7693994833926354	1.4782056360118823	1.1975010961432584	0.9381192691943118
90001	Sr-88-D	922	2.841900437036083	2.7111996352319787	2.5336004921572757	2.234499567175968	1.938399627148745	1.6475981077786503	1.3672999996814041
90002	CH2OHCOCH2OH	79158	5.578863750339704	5.34787010525243	4.996818370994915	4.376778809630599	3.831666714933542	3.365983396954354	2.914721637693891
